experiment,seed,control,treatment,difference_treatment_minus_control,primary_metric,direction
tam_postpone,30382,0.4478585025384094,2.9627882347202825,2.514929732181873,deadline_utility,greater
tam_postpone,30435,-0.7615122625157015,9.021737181984841,9.783249444500543,deadline_utility,greater
tam_postpone,30488,-2.7496996497342265,1.6545076040486426,4.404207253782869,deadline_utility,greater
tam_postpone,30541,-5.442306343119684,10.08735336831058,15.529659711430265,deadline_utility,greater
tam_postpone,30594,-2.233720402295488,-1.8455482719328464,0.38817213036264153,deadline_utility,greater
tam_postpone,30647,-1.1713387541296874,6.9275065957227655,8.098845349852454,deadline_utility,greater
tam_postpone,30700,6.356605148198127,13.52731253109284,7.1707073828947125,deadline_utility,greater
tam_postpone,30753,-4.33544091974354,2.416835431786503,6.752276351530043,deadline_utility,greater
tam_postpone,30806,-4.204690348693598,3.314891759168719,7.519582107862316,deadline_utility,greater
tam_postpone,30859,-1.689402665945922,4.9938949819458855,6.683297647891807,deadline_utility,greater
tam_postpone,30912,-1.5209644418522443,5.591339293905944,7.1123037357581875,deadline_utility,greater
tam_postpone,30965,-1.3351281082155018,10.788732693210472,12.123860801425973,deadline_utility,greater
tam_postpone,31018,-3.33728711995633,5.989891066646071,9.327178186602401,deadline_utility,greater
tam_postpone,31071,-1.0013670994102366,2.374142859905083,3.3755099593153197,deadline_utility,greater
tam_postpone,31124,-2.371020616652192,0.9850163651206549,3.356036981772847,deadline_utility,greater
tam_postpone,31177,-3.7880320321261025,4.025780903355152,7.813812935481254,deadline_utility,greater
tam_postpone,31230,-4.0356269633554875,0.34108355124880596,4.3767105146042935,deadline_utility,greater
tam_postpone,31283,-1.0888007787979896,8.254418388686375,9.343219167484364,deadline_utility,greater
tam_postpone,31336,-1.7701872443827846,8.733536334948123,10.503723579330908,deadline_utility,greater
tam_postpone,31389,-3.1328399573402077,8.1513947217204,11.284234679060608,deadline_utility,greater
tam_postpone,31442,-0.33762918603493974,3.9339573102538528,4.271586496288792,deadline_utility,greater
tam_postpone,31495,-0.6282471772666687,6.173419694433612,6.801666871700281,deadline_utility,greater
tam_postpone,31548,-5.157000937250072,4.153048155952757,9.310049093202828,deadline_utility,greater
tam_postpone,31601,-2.9488955770900986,-1.245007102080279,1.7038884750098195,deadline_utility,greater
tam_postpone,31654,-2.8223877595397844,2.417079087577279,5.239466847117063,deadline_utility,greater
tam_postpone,31707,-4.491709272963489,8.84884974549272,13.340559018456208,deadline_utility,greater
tam_postpone,31760,-1.4072462861001216,6.8442329493280765,8.251479235428198,deadline_utility,greater
tam_postpone,31813,0.94424590678906,10.30076792942279,9.35652202263373,deadline_utility,greater
tam_postpone,31866,-2.96323003996785,-1.2216027618044285,1.7416272781634217,deadline_utility,greater
tam_postpone,31919,2.2721250414474996,10.96018861066575,8.68806356921825,deadline_utility,greater
tam_postpone,31972,-5.751224447964022,7.635061751129809,13.386286199093831,deadline_utility,greater
tam_postpone,32025,-0.09693966204546722,8.146387953344778,8.243327615390246,deadline_utility,greater
tam_postpone,32078,-7.163813623296986,2.1516063731261457,9.315419996423131,deadline_utility,greater
tam_postpone,32131,-3.619552603515272,1.4494337047915713,5.068986308306844,deadline_utility,greater
tam_postpone,32184,-2.4216805972760094,4.957970358896822,7.379650956172831,deadline_utility,greater
tam_postpone,32237,-3.6212711119609704,2.926634846169998,6.547905958130968,deadline_utility,greater
tam_postpone,32290,-4.149122300366978,3.2148608476119684,7.363983147978946,deadline_utility,greater
tam_postpone,32343,0.6383881676488614,8.03438557058089,7.395997402932029,deadline_utility,greater
tam_postpone,32396,2.7192297641715952,6.995208430648228,4.275978666476632,deadline_utility,greater
tam_postpone,32449,-1.5831470940643269,3.1381802496028195,4.721327343667147,deadline_utility,greater
tam_postpone,32502,-2.5414833323048627,2.489566246217206,5.031049578522069,deadline_utility,greater
tam_postpone,32555,-4.95174128544161,6.483337092661902,11.435078378103512,deadline_utility,greater
